succodigo;turno;caja;venta;comprobante;vtaoperacion;clinombre;vtaestado;vtafecha;franja_turno;dia_venta;usulogin;condvtapos;delivery;articulo;descrip;descrip_alex;precio;cant;total;venta1;sucursal;desde;hasta;sucdescrip;desdeturno;hastaturno;desdecomanda;hastacomanda;filtrosobreventa;cliente
Pilar III;12;1;2124;;VF;Consumidor Final;Normal;10/12/2020 11:52;1;10;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;2124;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2125;;VF;Consumidor Final;Normal;10/12/2020 11:53;1;10;Admin;EF;No;3625;Grido Tops Aguila;Mini postres;15;2;30;2125;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2126;;VF;Consumidor Final;Normal;10/12/2020 11:54;1;10;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;2126;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2127;;VF;Consumidor Final;Normal;10/12/2020 11:55;1;10;Admin;EF;No;345;Top Chococookies;Top Cookie;15;1;15;2127;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2128;;VF;Consumidor Final;Normal;10/12/2020 11:55;1;10;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;2128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2129;;VL;Consumidor Final;Normal;10/12/2020 12:02;3;10;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;2129;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2130;;VF;Consumidor Final;Normal;10/12/2020 12:02;3;10;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;2130;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2131;;VF;Consumidor Final;Normal;10/12/2020 12:05;3;10;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;2131;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2132;;VF;Consumidor Final;Normal;10/12/2020 12:07;3;10;Admin;EF;No;2463;Cups Balck x 3;Cups;50;1;50;2132;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2132;;VF;Consumidor Final;Normal;10/12/2020 12:07;3;10;Admin;EF;No;175;Cups x 3 Cucuruch;Cups;50;1;50;2132;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2133;;VF;Consumidor Final;Normal;10/12/2020 12:07;3;10;Admin;TD;No;293;B Vainilla Sp Caja;Bon Bon;350;2;700;2133;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2134;;VF;Consumidor Final;Normal;10/12/2020 12:09;3;10;Admin;OT;No;18;B. Escoces Caja;Bon Bon;450;1;450;2134;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2135;;VF;Consumidor Final;Normal;10/12/2020 12:13;3;10;Admin;EF;No;74;Familiar Nro 2;Familiar;550;2;1100;2135;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2136;;VF;Consumidor Final;Normal;10/12/2020 12:14;3;10;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;2136;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2137;;VF;Consumidor Final;Normal;10/12/2020 12:15;3;10;Admin;TD;No;30;Pal.Limon Caja;Palitos;350;1;350;2137;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2137;;VF;Consumidor Final;Normal;10/12/2020 12:15;3;10;Admin;TD;No;75;Familiar Nro 3;Familiar;550;2;1100;2137;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2137;;VF;Consumidor Final;Normal;10/12/2020 12:15;3;10;Admin;TD;No;1470;Torta Con Oreo;Postres;500;1;500;2137;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2138;;VF;Consumidor Final;Normal;10/12/2020 12:16;3;10;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;2138;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2139;;VF;Consumidor Final;Normal;10/12/2020 12:17;3;10;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;2139;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2140;;VF;Consumidor Final;Normal;10/12/2020 12:20;3;10;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;2140;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2141;;VF;Consumidor Final;Normal;10/12/2020 12:21;3;10;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;2141;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2141;;VF;Consumidor Final;Normal;10/12/2020 12:21;3;10;Admin;EF;No;336;Sundae Go Oreo;Postres;160;1;160;2141;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2142;;VF;Consumidor Final;Normal;10/12/2020 12:24;3;10;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;2142;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2143;;VF;Consumidor Final;Normal;10/12/2020 12:25;3;10;Admin;EF;No;31;Pal.Limon x 1;Palitos;30;4;120;2143;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2144;;VF;Consumidor Final;Normal;10/12/2020 12:27;3;10;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;2;140;2144;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2145;;VF;Consumidor Final;Normal;10/12/2020 12:30;3;10;Admin;EF;No;446;Palito Pico Dulce;Palitos;170;2;340;2145;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2145;;VF;Consumidor Final;Normal;10/12/2020 12:30;3;10;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;2145;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2146;;VF;Consumidor Final;Normal;10/12/2020 12:34;3;10;Admin;EF;No;30;Pal.Limon Caja;Palitos;350;1;350;2146;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2147;;VF;Consumidor Final;Normal;10/12/2020 12:35;3;10;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;2147;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2147;;VF;Consumidor Final;Normal;10/12/2020 12:35;3;10;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;1;80;2147;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2148;;VL;Consumidor Final;Normal;10/12/2020 12:38;3;10;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;2148;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;12;1;2149;;VF;Consumidor Final;Normal;10/12/2020 12:38;3;10;Admin;EF;No;30;Pal.Limon Caja;Palitos;350;1;350;2149;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
