succodigo;turno;caja;venta;comprobante;vtaoperacion;clinombre;vtaestado;vtafecha;franja_turno;dia_venta;usulogin;condvtapos;delivery;articulo;descrip;descrip_alex;precio;cant;total;venta1;sucursal;desde;hasta;sucdescrip;desdeturno;hastaturno;desdecomanda;hastacomanda;filtrosobreventa;cliente
Pilar III;30;1;10657;;VF;Consumidor Final;Normal;27/12/2020 11:30;1;27;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;4;120;10657;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10658;;VF;Consumidor Final;Normal;27/12/2020 11:33;1;27;Admin;EF;No;30;Pal.Limon Caja;Palitos;350;1;350;10658;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10658;;VF;Consumidor Final;Normal;27/12/2020 11:33;1;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10658;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10659;0002-00001644;VL;Consumidor Final;Normal;27/12/2020 11:36;1;27;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;10659;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10660;0002-00000025;VL;Consumidor Final;Anulado;27/12/2020 11:38;1;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10660;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10661;;VF;Consumidor Final;Normal;27/12/2020 11:42;1;27;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;10661;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10662;;VF;Consumidor Final;Normal;27/12/2020 11:50;1;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10662;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10663;;VF;Consumidor Final;Normal;27/12/2020 11:59;1;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10663;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10664;0002-00001646;VF;Consumidor Final;Normal;27/12/2020 12:07;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10664;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10664;0002-00001646;VF;Consumidor Final;Normal;27/12/2020 12:07;3;27;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;10664;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10665;0002-00001647;VF;Consumidor Final;Normal;27/12/2020 12:09;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10665;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10666;;VF;Consumidor Final;Normal;27/12/2020 12:15;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10666;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10667;;VF;Consumidor Final;Normal;27/12/2020 12:16;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10667;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10668;;VF;Consumidor Final;Normal;27/12/2020 12:18;3;27;Admin;EF;No;175;Cups x 3 Cucuruch;Cups;50;1;50;10668;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10669;;VF;Consumidor Final;Normal;27/12/2020 12:18;3;27;Admin;EF;No;285;Top Cookie & Chips;Top Cookie;15;3;45;10669;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10669;;VF;Consumidor Final;Normal;27/12/2020 12:18;3;27;Admin;EF;No;175;Cups x 3 Cucuruch;Cups;50;1;50;10669;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10670;0002-00001648;VF;Consumidor Final;Normal;27/12/2020 12:22;3;27;Admin;TD;No;200;Tent. Chocolate;Tentación;280;1;280;10670;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10670;0002-00001648;VF;Consumidor Final;Normal;27/12/2020 12:22;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10670;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10670;0002-00001648;VF;Consumidor Final;Normal;27/12/2020 12:22;3;27;Admin;TD;No;16;B. Crocante Caja;Bon Bon;350;1;350;10670;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10671;0002-00001649;VF;Consumidor Final;Normal;27/12/2020 12:22;3;27;Admin;EF;No;32;Almendrado Caja;Almendrado;330;1;330;10671;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10672;;VF;Consumidor Final;Normal;27/12/2020 12:23;3;27;Admin;EF;No;35;Casatta x 1;Comidas rápidas;50;1;50;10672;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10672;;VF;Consumidor Final;Normal;27/12/2020 12:23;3;27;Admin;EF;No;17;B. Crocante x 1;Bon Bon;50;1;50;10672;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10673;;VF;Consumidor Final;Normal;27/12/2020 12:24;3;27;Admin;TD;No;22;Pal.Bombon Caja;Palitos;550;1;550;10673;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10673;;VF;Consumidor Final;Normal;27/12/2020 12:24;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10673;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10674;;VF;Consumidor Final;Normal;27/12/2020 12:29;3;27;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;10674;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10675;0002-00001650;VF;Consumidor Final;Normal;27/12/2020 12:29;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10675;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10676;;VF;Consumidor Final;Normal;27/12/2020 12:36;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10676;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10677;;VF;Consumidor Final;Normal;27/12/2020 12:37;3;27;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;10677;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10678;0002-00001651;VL;Consumidor Final;Normal;27/12/2020 12:38;3;27;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;1;280;10678;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10678;0002-00001651;VL;Consumidor Final;Normal;27/12/2020 12:38;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10678;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10679;;VF;Consumidor Final;Normal;27/12/2020 12:39;3;27;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;1;80;10679;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10680;0002-00001652;VF;Consumidor Final;Normal;27/12/2020 12:40;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;10680;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10681;;VF;Consumidor Final;Normal;27/12/2020 12:42;3;27;Admin;EF;No;195;Cups Vasito x 5 Un;Cups;40;2;80;10681;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10682;;VF;Consumidor Final;Normal;27/12/2020 12:43;3;27;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;10682;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10682;;VF;Consumidor Final;Normal;27/12/2020 12:43;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10682;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10683;0002-00001653;VF;Consumidor Final;Normal;27/12/2020 12:44;3;27;Admin;TD;No;20;B. Suizo Caja;Bon Bon;400;1;400;10683;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10684;;VF;Consumidor Final;Normal;27/12/2020 12:47;3;27;Admin;OT;No;50;1 Kilo;Helado por kilo;450;2;900;10684;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10685;;VF;Consumidor Final;Normal;27/12/2020 12:48;3;27;Admin;EF;No;446;Palito Pico Dulce;Palitos;170;1;170;10685;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10686;0002-00001654;VF;Consumidor Final;Normal;27/12/2020 12:50;3;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10686;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10687;0002-00001655;VF;Consumidor Final;Normal;27/12/2020 12:52;3;27;Admin;EF;No;32;Almendrado Caja;Almendrado;330;1;330;10687;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10687;0002-00001655;VF;Consumidor Final;Normal;27/12/2020 12:52;3;27;Admin;EF;No;90;Tent. Choc.C/Almen;Tentación;280;1;280;10687;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10688;;VF;Consumidor Final;Normal;27/12/2020 12:53;3;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10688;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10689;;VF;Consumidor Final;Normal;27/12/2020 12:55;3;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10689;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10689;;VF;Consumidor Final;Normal;27/12/2020 12:55;3;27;Admin;EF;No;21;B. Suizo x 1;Bon Bon;70;3;210;10689;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10689;;VF;Consumidor Final;Normal;27/12/2020 12:55;3;27;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;1;70;10689;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10690;;VF;Consumidor Final;Normal;27/12/2020 12:56;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10690;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10691;;VF;Consumidor Final;Normal;27/12/2020 12:57;3;27;Admin;EF;No;1468;Torta Grido Rellen;Postres;500;1;500;10691;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10692;;VL;Consumidor Final;Normal;27/12/2020 12:58;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;2;700;10692;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10693;;VF;Consumidor Final;Normal;27/12/2020 13:00;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10693;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10694;;VF;Consumidor Final;Normal;27/12/2020 13:04;3;27;Admin;EF;No;3626;Grido Tops Aguila;Mini postres;15;6;90;10694;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10695;;VF;Consumidor Final;Normal;27/12/2020 13:07;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;10695;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10696;;VF;Consumidor Final;Anulado;27/12/2020 13:13;3;27;Admin;XX;No;198;Tent. Cr.Americana;Tentación;280;3;840;10696;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10697;;VF;Consumidor Final;Normal;27/12/2020 13:15;3;27;Admin;EF;No;1468;Torta Grido Rellen;Postres;500;1;500;10697;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10698;0002-00001656;VF;Consumidor Final;Normal;27/12/2020 13:23;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10698;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10699;0002-00001657;VF;Consumidor Final;Normal;27/12/2020 13:26;3;27;Admin;EF;No;90;Tent. Choc.C/Almen;Tentación;280;4;1120;10699;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10700;;VL;Consumidor Final;Normal;27/12/2020 13:28;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10700;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10701;;VF;Consumidor Final;Normal;27/12/2020 13:32;3;27;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;10701;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10702;0002-00001658;VF;Consumidor Final;Normal;27/12/2020 13:34;3;27;Admin;EF;No;13;Capuccino Grido;Cafetería;150;2;300;10702;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10703;0002-00001659;VL;Consumidor Final;Normal;27/12/2020 13:35;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10703;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10704;;VF;Consumidor Final;Normal;27/12/2020 13:45;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10704;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10705;;VF;Consumidor Final;Normal;27/12/2020 13:50;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10705;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10706;;VF;Consumidor Final;Normal;27/12/2020 13:50;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10706;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10707;;VF;Consumidor Final;Normal;27/12/2020 13:54;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10707;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10707;;VF;Consumidor Final;Normal;27/12/2020 13:54;3;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10707;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10708;;VF;Consumidor Final;Normal;27/12/2020 13:56;3;27;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;10708;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10708;;VF;Consumidor Final;Normal;27/12/2020 13:56;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10708;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10709;;VF;Consumidor Final;Normal;27/12/2020 13:58;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;10709;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10710;;VF;Consumidor Final;Normal;27/12/2020 14:00;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;10710;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10711;;VF;Consumidor Final;Normal;27/12/2020 14:01;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;10711;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10712;;VF;Consumidor Final;Normal;27/12/2020 14:02;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10712;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10713;;VF;Consumidor Final;Normal;27/12/2020 14:03;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10713;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10714;;VF;Consumidor Final;Normal;27/12/2020 14:11;3;27;Admin;EF;No;456;Ten Cad Yog Fruti;Mini postres;330;1;330;10714;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10714;;VF;Consumidor Final;Normal;27/12/2020 14:11;3;27;Admin;EF;No;6650;Vaso Trolls 2 Boch;Postres;160;1;160;10714;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10714;;VF;Consumidor Final;Normal;27/12/2020 14:11;3;27;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;10714;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10715;0002-00001660;VL;Consumidor Final;Normal;27/12/2020 14:13;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;3995;2;799;10715;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10715;0002-00001660;VL;Consumidor Final;Normal;27/12/2020 14:13;3;27;Admin;TD;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10715;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10716;;VF;Consumidor Final;Normal;27/12/2020 14:16;3;27;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;10716;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10717;;VF;Consumidor Final;Normal;27/12/2020 14:18;3;27;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;10717;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10717;;VF;Consumidor Final;Normal;27/12/2020 14:18;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10717;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10718;;VF;Consumidor Final;Normal;27/12/2020 14:28;3;27;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;10718;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10718;;VF;Consumidor Final;Normal;27/12/2020 14:28;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10718;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10719;;VF;Consumidor Final;Normal;27/12/2020 14:31;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10719;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10720;;VF;Consumidor Final;Normal;27/12/2020 14:31;3;27;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;10720;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10721;;VF;Consumidor Final;Normal;27/12/2020 14:35;3;27;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;10721;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10721;;VF;Consumidor Final;Normal;27/12/2020 14:35;3;27;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;10721;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10722;;VF;Consumidor Final;Normal;27/12/2020 14:36;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10722;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10723;0002-00001661;VF;Consumidor Final;Normal;27/12/2020 14:36;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10723;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10724;;VF;Consumidor Final;Normal;27/12/2020 14:37;3;27;Admin;EF;No;457;Ten Cad Choco Alme;Mini postres;330;1;330;10724;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10725;;VF;Consumidor Final;Normal;27/12/2020 14:40;3;27;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;10725;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10726;;VF;Consumidor Final;Normal;27/12/2020 14:45;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10726;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10727;;VF;Consumidor Final;Normal;27/12/2020 14:50;3;27;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;10727;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10727;;VF;Consumidor Final;Normal;27/12/2020 14:50;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10727;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10728;;VF;Consumidor Final;Normal;27/12/2020 14:53;3;27;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;10728;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10729;0002-00001662;VF;Consumidor Final;Normal;27/12/2020 14:55;3;27;Admin;TD;No;34;Casatta Caja;Comidas rápidas;330;1;330;10729;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10729;0002-00001662;VF;Consumidor Final;Normal;27/12/2020 14:55;3;27;Admin;TD;No;22;Pal.Bombon Caja;Palitos;550;1;550;10729;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10729;0002-00001662;VF;Consumidor Final;Normal;27/12/2020 14:55;3;27;Admin;TD;No;16;B. Crocante Caja;Bon Bon;350;1;350;10729;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10730;;VF;Consumidor Final;Normal;27/12/2020 14:55;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10730;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10731;;VL;Consumidor Final;Normal;27/12/2020 14:57;3;27;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;10731;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10731;;VL;Consumidor Final;Normal;27/12/2020 14:57;3;27;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;2;60;10731;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10732;;VF;Consumidor Final;Normal;27/12/2020 15:01;3;27;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;10732;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10733;;VF;Consumidor Final;Normal;27/12/2020 15:02;3;27;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;10733;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10734;;VF;Consumidor Final;Normal;27/12/2020 15:03;3;27;Admin;EF;No;1468;Torta Grido Rellen;Postres;500;1;500;10734;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10735;;VF;Consumidor Final;Normal;27/12/2020 15:03;3;27;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;2;60;10735;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10736;;VF;Consumidor Final;Normal;27/12/2020 15:05;3;27;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;2;60;10736;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10737;;VF;Consumidor Final;Normal;27/12/2020 15:06;3;27;Admin;EF;No;315;Smoothie Frutilla;Smoothie;130;1;130;10737;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10737;;VF;Consumidor Final;Normal;27/12/2020 15:06;3;27;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;1;30;10737;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10737;;VF;Consumidor Final;Normal;27/12/2020 15:06;3;27;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;10737;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10737;;VF;Consumidor Final;Normal;27/12/2020 15:06;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;10737;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10738;0002-00001663;VF;Consumidor Final;Normal;27/12/2020 15:09;3;27;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;10738;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10739;;CL;Consumidor Final;Normal;27/12/2020 15:13;3;27;Admin;OT;No;1470;Torta Con Oreo;Postres;0;1;0;10739;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10740;;VF;Consumidor Final;Normal;27/12/2020 15:14;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10740;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10741;0002-00001664;VF;Consumidor Final;Normal;27/12/2020 15:15;3;27;Admin;EF;No;12;Grido Batido;Mini postres;130;3;390;10741;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10742;;VF;Consumidor Final;Normal;27/12/2020 15:18;3;27;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;10742;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10743;;VF;Consumidor Final;Normal;27/12/2020 15:22;3;27;Admin;EF;No;3;Gigante 2b;Mini postres;110;4;440;10743;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10744;0002-00001665;VF;Consumidor Final;Normal;27/12/2020 15:25;3;27;Admin;EF;No;446;Palito Pico Dulce;Palitos;170;2;340;10744;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10744;0002-00001665;VF;Consumidor Final;Normal;27/12/2020 15:25;3;27;Admin;EF;No;265;Mini Frizzio;Comidas rápidas;110;1;110;10744;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;30;1;10745;0002-00001666;VF;Consumidor Final;Normal;27/12/2020 15:26;3;27;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;10745;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
